MachineID,MachineModel,ServicePeriod,error1_avg,error2_avg,error3_avg,error4_avg,error5_avg,Comp_Timelapse_diff_errors,RecentError,MostOccuredError,comp_1_replace_avg,comp_2_replace_avg,comp_3_replace_avg,comp_4_replace_avg,Comp_Timelapse_diff_replace,RecentReplacedComp,MostReplacedComp,comp1_repair_avg,comp2_repair_avg,comp3_repair_avg,comp4_repair_avg,Comp_Timelapse_diff_repair,RecentRepaired,MostRepairedComponent,Sensor1_max,Sensor2_max,Sensor3_max,Sensor4_max,Sensor1_min,Sensor2_min,Sensor3_min,Sensor4_min,Sensor1_mean,Sensor2_mean,Sensor3_mean,Sensor4_mean,ActionPoint
MID11323,model2,15,38.3,50.0,50.0,56.25,112.5,18.12,error1,error1,0.0,50.0,50.42,112.5,26.71,Component4,Component3,45.11,27.57,47.67,140.33,18.6,Component2,Component1,227.32,631.26,155.72,62.62,121.74,151.2,65.99,21.17,170.44,445.37,101.3,40.36,ComponentReplacement
MID11325,model4,15,25.0,15.0,15.0,0.0,80.0,25.5,error5,error1,37.5,15.0,0.0,80.0,36.43,Component4,Component4,35.33,78.6,71.0,42.3,17.0,Component2,Component4,241.52,621.02,145.5,69.24,110.41,186.86,62.65,19.93,170.61,446.78,100.4,40.4,ComponentRepair
MID11326,model4,15,39.82,0.0,55.61,0.0,112.5,28.33,error5,error1,37.5,0.0,0.0,112.5,51.0,Component4,Component1,60.5,45.1,53.56,60.2,18.75,Component3,Component2,239.43,615.71,148.04,65.55,109.0,211.97,64.72,22.17,170.82,448.01,100.55,40.37,NoIssue
MID11327,model4,16,0.0,30.0,84.24,0.0,52.5,35.34,error3,error3,0.0,30.0,0.0,52.5,21.0,Component4,Component2,44.38,51.88,63.57,58.33,18.27,Component1,Component1,231.67,611.43,150.04,61.58,119.82,208.4,65.92,19.36,170.66,446.22,100.81,40.36,NoIssue
MID11328,model4,16,0.0,0.0,0.0,0.0,60.0,38.19,error2,error5,0.0,0.0,0.0,60.0,58.02,Component4,Component4,73.5,45.82,46.12,56.5,17.9,Component3,Component2,231.54,647.65,149.11,64.16,114.36,169.42,56.58,21.48,170.51,447.94,100.57,40.61,ComponentRepair
MID11330,model4,15,0.0,0.0,47.61,0.0,37.5,23.8,error2,error3,0.0,0.0,0.0,37.5,40.0,Component2,Component4,104.5,44.78,43.11,59.6,17.15,Component2,Component2,229.94,632.71,162.72,67.42,107.57,230.95,64.62,23.15,170.34,446.65,100.6,40.43,ComponentRepair
MID11332,model2,15,139.44,60.0,45.0,71.4,80.0,19.72,error1,error3,0.0,60.0,30.0,80.0,31.67,Component1,Component2,47.89,39.56,100.25,57.29,14.86,Component1,Component1,229.02,621.98,151.43,66.14,111.13,227.19,66.96,21.6,170.8,446.13,100.64,40.54,ComponentRepair
MID11333,model3,16,26.86,0.0,50.75,0.0,78.75,36.61,error5,error5,0.0,0.0,0.0,50.0,50.0,Component4,Component4,73.5,82.4,44.0,34.62,15.71,Component3,Component3,227.71,638.8,155.72,63.8,109.84,230.89,57.75,20.09,170.84,447.83,100.69,40.59,NoIssue
MID11334,model4,16,90.0,55.0,70.7,0.0,75.0,23.08,error5,error3,90.0,55.0,0.0,75.0,33.33,Component4,Component4,93.2,102.4,29.71,58.25,20.96,Component4,Component4,228.63,631.48,156.81,65.61,112.95,185.81,63.99,21.33,170.92,446.57,100.92,40.53,ComponentRepair
MID11335,model2,15,0.0,75.0,41.0,60.0,51.48,17.37,error3,error3,0.0,75.0,60.0,41.25,27.5,Component2,Component3,41.58,75.83,35.56,26.85,12.45,Component1,Component4,234.22,634.18,151.82,65.02,108.58,144.15,62.12,19.16,170.71,445.67,101.21,40.53,ComponentReplacement
MID11336,model4,14,49.33,60.0,46.78,0.0,0.0,23.59,error5,error1,60.0,60.0,0.0,0.0,33.75,Component1,Component1,42.6,49.5,76.17,82.4,16.21,Component3,Component1,249.78,674.51,156.28,64.22,111.27,237.49,65.97,20.3,170.69,446.84,100.75,40.27,ComponentRepair
MID11338,model2,15,0.0,57.08,48.75,78.75,0.0,22.5,error4,error2,0.0,48.75,78.75,0.0,35.0,Component3,Component2,119.75,28.55,48.62,71.0,18.3,Component3,Component2,244.01,640.73,173.09,60.76,102.12,198.31,57.13,22.21,170.37,446.06,101.44,40.21,ComponentRepair
MID11340,model4,14,0.0,90.0,90.0,0.0,0.0,30.65,error2,error2,0.0,90.0,0.0,0.0,60.0,Component2,Component2,30.45,76.2,52.22,48.18,14.67,Component1,Component1,226.01,623.53,148.41,65.71,116.44,219.78,65.44,21.13,170.31,445.7,100.69,40.24,NoIssue
MID11341,model3,14,0.0,85.31,0.0,0.0,0.0,51.18,error2,error2,0.0,0.0,0.0,0.0,0.0,Component2,Component2,37.25,115.5,50.25,54.5,17.4,Component3,Component1,230.08,635.29,150.22,66.01,112.21,207.07,56.88,22.0,170.39,446.21,100.9,40.09,ComponentRepair
MID11342,model3,14,142.5,65.0,65.0,0.0,0.0,35.62,error1,error2,142.5,97.5,0.0,0.0,71.25,Component1,Component1,64.67,68.6,28.11,104.5,18.04,Component1,Component3,233.08,643.0,162.87,65.83,113.75,243.43,66.08,19.45,170.89,446.25,100.55,40.15,NoIssue
MID11343,model4,15,67.5,52.65,56.58,0.0,0.0,24.26,error2,error2,67.5,63.75,0.0,0.0,42.5,Component2,Component2,84.4,37.67,43.8,105.75,16.0,Component2,Component2,234.49,651.22,156.71,62.77,107.41,213.5,58.71,20.59,170.72,446.43,100.85,40.38,NoIssue
MID11344,model2,15,28.53,0.0,0.0,80.0,0.0,40.0,error4,error1,22.5,0.0,80.0,0.0,48.0,Component3,Component3,39.17,48.57,42.78,50.71,13.28,Component2,Component3,240.58,651.42,150.52,61.77,122.12,257.34,64.94,18.68,170.94,447.38,101.21,40.25,ComponentRepair
MID11346,model3,14,0.0,57.71,0.0,0.0,0.0,45.22,error1,error2,0.0,0.0,0.0,0.0,105.0,Component1,Component1,52.29,52.2,86.0,31.67,17.67,Component1,Component4,233.8,634.5,160.44,69.64,107.04,240.36,65.58,21.6,170.65,447.93,100.55,40.26,ComponentRepair
MID11347,model4,15,5.11,40.69,22.29,108.52,0.0,35.88,error1,error1,0.0,0.0,0.0,0.0,105.0,Component1,Component1,87.67,34.0,33.88,24.36,16.38,Component1,Component4,227.04,624.42,151.57,61.78,113.4,206.65,55.78,21.84,170.64,447.26,100.61,40.27,ComponentRepair
MID11348,model3,14,41.25,40.0,40.0,0.0,0.0,21.0,error3,error1,55.0,40.0,0.0,0.0,35.0,Component2,Component1,62.71,23.88,48.67,55.5,15.97,Component3,Component3,232.54,626.99,147.05,63.4,113.49,232.17,60.01,20.45,170.8,446.16,100.61,40.3,ComponentRepair
MID11349,model4,14,0.0,67.5,53.03,0.0,0.0,37.88,error2,error3,0.0,104.38,0.0,0.0,104.38,Component2,Component2,55.22,45.12,60.29,41.5,16.44,Component2,Component1,235.72,636.18,154.15,64.94,106.9,202.14,61.35,21.82,170.62,446.16,100.73,40.29,ComponentRepair
MID11351,model3,14,51.0,40.54,37.5,0.0,0.0,25.5,error1,error1,63.75,37.5,0.0,0.0,42.5,Component1,Component1,39.22,66.33,68.83,50.43,16.36,Component3,Component1,236.22,651.56,151.36,63.22,115.74,211.89,57.11,20.87,171.21,446.51,100.62,40.24,ComponentRepair
MID11352,model2,15,85.0,43.6,35.0,48.0,0.0,18.75,error1,error2,127.5,35.0,60.0,0.0,33.33,Component1,Component3,48.89,60.57,47.22,85.83,17.06,Component2,Component1,232.42,616.35,156.12,64.39,110.65,185.43,64.82,21.4,170.72,446.96,101.28,40.28,ComponentRepair
MID11353,model1,14,58.27,75.0,75.0,45.0,0.0,33.97,error4,error4,0.0,75.0,67.5,0.0,67.5,Component3,Component2,86.0,64.17,118.33,41.11,20.65,Component3,Component4,225.8,685.13,156.05,60.72,99.55,177.38,64.21,19.34,170.72,447.32,101.21,40.21,ComponentRepair
MID11355,model4,14,112.0,145.54,0.0,0.0,0.0,48.51,error3,error1,0.0,0.0,0.0,0.0,7.5,Component2,Component1,116.0,35.25,55.5,43.14,20.0,Component1,Component2,229.28,630.32,149.86,65.94,113.2,207.57,63.45,17.8,170.43,446.4,100.65,40.19,ComponentRepair
MID11356,model2,15,45.51,0.0,0.0,30.0,0.0,27.31,error4,error1,60.0,0.0,30.0,0.0,30.0,Component3,Component1,33.2,47.0,36.3,47.38,11.44,Component4,Component3,231.88,648.68,152.15,63.47,110.89,174.96,59.46,20.84,170.56,447.36,100.91,40.24,NoIssue
MID11359,model4,15,0.0,65.0,65.0,0.0,0.0,27.86,error2,error2,0.0,65.0,0.0,0.0,65.0,Component2,Component2,51.29,70.57,50.5,32.64,15.88,Component4,Component4,238.03,622.9,153.8,64.13,117.48,243.7,60.78,23.74,170.48,446.05,100.71,40.26,NoIssue
MID11360,model4,14,42.88,22.5,22.5,0.0,0.0,25.19,error2,error1,52.5,22.5,0.0,0.0,33.75,Component2,Component1,45.43,65.33,32.75,37.25,12.24,Component2,Component3,243.91,662.27,165.59,64.78,108.08,187.46,64.35,20.32,170.73,446.43,101.0,40.21,NoIssue
MID11362,model2,14,60.0,71.25,71.25,51.0,0.0,20.0,error3,error4,60.0,71.25,51.0,0.0,27.27,Component2,Component3,110.25,46.82,40.56,47.1,15.56,Component4,Component2,234.94,628.9,172.01,63.73,117.0,195.4,57.57,20.07,171.05,446.75,101.52,40.27,ComponentRepair
MID11363,model3,14,0.0,78.77,0.0,0.0,0.0,45.48,error3,error2,0.0,162.06,0.0,0.0,162.06,Component2,Component2,59.67,31.0,54.67,37.25,12.21,Component2,Component2,243.05,640.45,150.64,62.48,118.7,206.35,62.62,22.6,170.42,447.9,100.88,40.43,ComponentRepair
MID11364,model3,15,135.0,90.0,67.5,0.0,0.0,31.67,error2,error3,135.0,90.0,0.0,0.0,57.0,Component2,Component2,70.0,65.71,44.38,26.0,17.3,Component3,Component3,229.44,648.77,173.61,70.09,117.67,259.21,60.98,21.87,170.47,445.98,100.66,40.4,ComponentRepair
MID11366,model2,15,27.86,0.0,0.0,51.0,0.0,21.43,error4,error1,48.75,0.0,63.75,0.0,33.33,Component3,Component1,43.4,92.8,36.56,64.14,16.9,Component4,Component1,241.37,646.12,154.38,62.78,116.54,207.46,65.23,21.29,170.9,446.01,101.38,40.37,ComponentRepair
MID11367,model2,14,27.19,0.0,0.0,48.64,0.0,29.02,error1,error4,22.5,0.0,65.53,0.0,41.73,Component1,Component3,52.0,48.71,38.88,49.33,15.38,Component2,Component1,229.64,630.41,173.99,60.87,110.84,225.19,61.53,21.55,170.85,447.01,101.32,40.24,ComponentRepair
MID11372,model3,14,48.14,82.5,82.5,0.0,0.0,25.0,error3,error1,90.0,82.5,0.0,0.0,56.25,Component2,Component1,44.0,47.56,53.83,40.38,14.27,Component2,Component2,238.77,609.68,150.29,61.95,114.34,246.89,58.55,21.18,170.53,446.23,100.67,40.3,ComponentRepair
MID11373,model4,15,54.3,100.0,100.0,0.0,0.0,33.33,error3,error1,0.0,100.0,0.0,0.0,75.0,Component2,Component2,53.6,37.3,33.91,46.3,12.86,Component4,Component3,238.63,620.02,154.6,60.99,112.75,225.78,61.63,22.35,170.49,445.93,100.69,40.25,ComponentRepair
MID11374,model2,14,0.0,0.0,0.0,90.0,0.0,67.5,error4,error4,0.0,0.0,90.0,0.0,67.5,Component3,Component3,68.17,60.86,67.0,39.62,17.57,Component3,Component4,229.33,629.92,147.17,63.19,111.99,247.56,65.3,20.89,170.75,447.87,101.24,40.25,NoIssue
MID11375,model3,15,0.0,120.0,60.0,0.0,0.0,30.0,error3,error3,0.0,120.0,0.0,0.0,80.0,Component2,Component2,38.15,58.0,63.2,130.33,17.71,Component1,Component1,233.62,663.2,149.84,62.47,110.07,228.71,63.78,23.0,170.72,447.23,100.47,40.36,NoIssue
MID11377,model4,14,0.0,0.0,0.0,0.0,0.0,0.0,error1,error1,0.0,0.0,0.0,0.0,5.06,Component1,Component1,35.69,51.29,56.12,17.6,14.48,Component3,Component1,231.84,644.95,157.35,62.16,113.69,258.79,60.22,21.54,170.61,447.43,100.61,40.25,ComponentRepair
MID11378,model3,14,0.0,80.0,80.0,83.29,0.0,30.0,error3,error2,0.0,80.0,0.0,0.0,80.0,Component2,Component2,41.0,54.78,36.44,71.6,15.9,Component3,Component2,239.71,622.95,149.01,61.95,112.53,193.94,63.73,21.11,170.45,446.19,100.67,40.28,NoIssue
MID11380,model3,14,31.38,45.14,48.0,0.0,0.0,22.56,error1,error2,0.0,48.0,0.0,0.0,47.5,Component1,Component2,58.57,38.12,62.38,60.57,17.1,Component4,Component2,234.35,644.84,153.43,66.53,108.19,233.91,60.51,20.79,170.84,445.51,100.68,40.31,ComponentRepair
MID11381,model3,13,35.0,0.0,14.23,0.0,0.0,47.37,error3,error1,35.0,0.0,0.0,0.0,35.0,Component1,Component1,60.83,60.86,69.29,50.83,19.15,Component2,Component2,236.23,630.82,154.36,66.11,111.24,255.66,60.77,20.61,170.88,449.0,100.54,40.29,ComponentRepair
MID11382,model4,14,95.0,47.9,27.82,0.0,0.0,31.67,error1,error1,142.5,30.0,0.0,0.0,71.25,Component1,Component1,42.11,30.57,45.62,65.83,13.6,Component3,Component1,232.25,628.61,149.87,62.41,105.86,238.73,60.2,20.93,170.98,446.42,100.86,40.39,ComponentRepair
MID11383,model2,14,126.98,0.0,38.43,49.51,0.0,22.85,error4,error4,0.0,0.0,54.0,0.0,38.57,Component3,Component3,29.67,43.0,43.5,29.62,15.34,Component4,Component1,245.12,664.39,162.52,66.5,107.3,211.53,62.63,21.63,170.81,447.54,101.66,40.25,ComponentReplacement
MID11384,model3,14,100.21,57.0,57.0,0.0,0.0,24.23,error3,error2,97.5,71.25,0.0,0.0,52.5,Component2,Component2,58.25,62.67,41.78,35.75,16.97,Component2,Component3,238.98,628.99,169.36,62.28,116.78,174.72,63.05,19.12,170.71,444.78,100.79,40.33,ComponentRepair
MID11385,model2,14,0.0,75.0,60.0,33.71,0.0,17.65,error2,error4,0.0,75.0,56.25,0.0,33.33,Component2,Component2,84.0,33.7,64.4,39.57,14.65,Component2,Component2,226.17,647.91,158.79,64.82,116.25,223.43,63.88,22.67,170.76,446.81,101.38,40.23,ComponentRepair
MID11386,model3,14,71.58,30.0,30.0,59.06,0.0,31.73,error1,error1,0.0,30.0,0.0,0.0,30.0,Component2,Component2,65.17,69.2,47.82,52.62,17.53,Component3,Component3,247.84,631.11,151.13,62.3,118.47,219.41,63.26,23.06,170.38,447.14,100.77,40.19,NoIssue
MID11387,model2,14,0.0,76.36,92.49,48.75,0.0,27.75,error3,error4,0.0,0.0,48.75,0.0,37.5,Component3,Component3,54.5,29.78,34.67,51.0,16.81,Component4,Component3,236.84,656.29,178.08,62.13,113.7,214.26,63.86,21.44,170.46,446.61,101.19,40.32,ComponentRepair
MID11389,model2,13,64.68,21.21,0.0,41.25,0.0,25.91,error1,error4,30.0,0.0,41.25,0.0,40.71,Component1,Component3,40.0,78.75,27.88,67.5,16.63,Component1,Component1,232.03,651.49,158.94,62.96,116.49,219.73,62.81,20.88,170.81,447.47,101.5,40.31,NoIssue
MID11390,model2,13,0.0,48.75,65.0,54.15,0.0,22.56,error4,error4,0.0,65.0,90.0,0.0,45.0,Component3,Component2,66.4,54.62,54.62,54.62,16.62,Component3,Component2,232.58,624.58,155.18,63.5,112.49,180.44,61.26,22.97,170.55,445.67,101.04,40.11,ComponentRepair
MID11392,model3,13,52.5,22.5,22.5,0.0,0.0,26.25,error1,error1,70.0,22.5,0.0,0.0,42.0,Component1,Component1,28.0,41.57,34.45,43.71,11.09,Component3,Component3,247.34,659.41,149.83,64.29,103.93,222.26,65.1,23.05,170.75,446.44,100.65,40.21,ComponentReplacement
MID11394,model1,14,34.62,0.0,57.01,57.0,0.0,25.91,error4,error4,0.0,0.0,71.25,0.0,47.5,Component3,Component3,29.78,79.0,25.73,83.0,16.79,Component3,Component3,233.34,650.1,166.64,64.64,118.48,153.57,60.97,21.87,170.62,446.78,101.34,40.34,NoIssue
MID11395,model3,13,1.36,60.0,45.0,0.0,0.0,23.78,error3,error3,0.0,60.0,0.0,0.0,60.0,Component2,Component2,58.75,69.29,132.0,34.25,16.13,Component2,Component4,233.48,642.77,149.72,60.5,111.8,208.91,60.83,20.22,170.63,446.16,100.47,40.28,ComponentRepair
MID11396,model4,14,111.9,60.0,60.0,0.0,0.0,38.66,error1,error1,0.0,60.0,0.0,0.0,40.0,Component2,Component2,41.11,64.17,49.44,59.17,14.83,Component4,Component1,234.8,637.31,167.2,62.28,118.92,220.85,60.42,20.5,170.77,446.56,100.72,40.33,ComponentRepair
MID11397,model3,14,82.5,50.0,50.0,0.0,0.0,20.62,error1,error2,82.5,50.0,0.0,0.0,33.0,Component1,Component2,46.75,52.33,36.73,56.12,13.61,Component4,Component3,231.9,627.66,147.18,65.27,114.02,225.89,65.82,21.76,171.07,446.79,100.77,40.2,ComponentRepair
MID11398,model1,13,70.0,0.0,0.0,45.0,0.0,31.88,error3,error1,105.0,0.0,45.0,0.0,51.0,Component2,Component1,53.78,56.14,40.33,51.0,14.58,Component1,Component1,233.75,619.26,151.69,59.3,99.96,173.93,60.19,22.08,170.76,448.15,100.67,40.32,ComponentRepair
MID11399,model3,13,52.5,81.36,0.0,46.58,0.0,25.65,error2,error1,105.0,0.0,0.0,0.0,80.0,Component1,Component1,49.6,64.57,43.38,67.83,16.97,Component1,Component1,242.33,618.15,153.85,69.87,115.79,230.41,61.99,20.25,170.85,447.48,100.66,40.38,NoIssue
MID11400,model4,13,8.98,97.5,65.0,0.0,0.0,27.86,error2,error3,0.0,97.5,0.0,0.0,65.0,Component2,Component2,141.0,42.0,59.4,33.82,16.45,Component2,Component2,240.53,626.32,158.43,62.59,115.73,208.48,62.74,21.24,170.56,448.17,100.8,40.32,ComponentRepair
MID11401,model2,14,0.0,74.88,85.0,42.0,0.0,23.04,error2,error4,0.0,127.5,52.5,0.0,47.5,Component2,Component3,51.22,115.25,41.22,40.1,15.34,Component4,Component4,252.87,614.7,169.04,65.5,118.03,246.28,57.82,22.12,170.73,446.55,101.42,40.31,ComponentRepair
MID11403,model3,14,104.77,15.0,101.22,0.0,0.0,37.96,error2,error3,0.0,15.0,0.0,0.0,10.0,Component2,Component2,29.21,60.83,55.12,79.2,15.09,Component1,Component1,253.28,649.36,149.52,62.07,110.87,251.22,63.22,21.57,171.0,446.91,100.8,40.25,ComponentRepair
MID11404,model4,13,0.0,42.0,42.0,77.56,0.0,20.94,error4,error2,0.0,52.5,0.0,0.0,52.5,Component2,Component2,69.0,52.29,57.0,30.55,16.2,Component4,Component4,227.22,650.82,156.61,65.71,115.95,201.6,64.5,19.7,170.71,445.05,100.73,40.24,ComponentRepair
MID11405,model3,13,108.71,30.0,20.0,0.0,0.0,24.16,error1,error3,0.0,30.0,0.0,0.0,30.0,Component2,Component2,84.0,52.8,30.82,23.58,15.24,Component3,Component3,244.91,669.29,158.65,62.97,121.94,238.82,63.27,22.19,170.47,446.08,100.87,40.26,ComponentRepair
MID11406,model4,13,60.0,90.0,67.5,0.0,0.0,27.0,error3,error3,60.0,80.28,0.0,0.0,53.52,Component2,Component2,65.0,38.5,31.25,56.0,16.77,Component1,Component2,229.87,638.82,153.28,64.45,116.11,225.12,58.66,21.89,170.96,445.75,100.66,40.24,ComponentRepair
MID11407,model3,13,30.0,45.0,45.0,0.0,0.0,19.79,error4,error2,30.0,45.0,0.0,0.0,34.29,Component2,Component2,44.57,46.71,32.7,81.75,14.36,Component3,Component3,233.31,621.53,164.28,63.99,113.1,198.75,55.0,22.26,171.03,445.4,100.68,40.24,ComponentRepair
MID11410,model1,13,27.0,48.0,48.0,63.44,0.0,15.86,error4,error1,67.5,60.0,65.0,0.0,30.0,Component2,Component2,52.33,38.25,47.75,58.67,15.16,Component4,Component1,244.58,642.8,175.73,62.84,116.45,252.23,66.22,21.45,171.12,446.52,101.37,40.29,ComponentRepair
MID11411,model3,13,60.0,23.75,0.0,0.0,0.0,30.0,error2,error1,80.0,0.0,0.0,0.0,60.0,Component1,Component1,49.7,36.3,45.33,87.0,17.53,Component2,Component2,228.59,621.5,153.17,63.61,109.04,241.65,61.17,22.32,171.29,446.89,100.65,40.29,NoIssue
MID11413,model4,13,7.14,0.0,0.0,0.0,0.0,7.14,error1,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,39.8,52.56,37.6,37.55,13.51,Component4,Component4,231.53,663.78,147.02,61.51,106.78,244.97,66.56,20.35,170.88,447.49,100.76,40.31,ComponentReplacement
MID11415,model3,14,60.0,52.5,52.5,0.0,0.0,28.33,error1,error1,73.04,52.5,0.0,0.0,43.82,Component1,Component1,37.17,31.62,56.44,41.0,16.35,Component3,Component3,229.87,635.23,152.07,61.05,113.54,249.7,64.83,21.66,170.8,448.57,100.47,40.39,ComponentRepair
MID11416,model3,14,88.36,24.0,51.32,3.9,0.0,19.4,error1,error2,0.0,30.0,0.0,0.0,27.0,Component1,Component2,68.86,27.89,43.7,31.5,14.44,Component4,Component3,240.15,670.19,147.11,66.48,115.9,224.94,61.92,23.73,170.76,445.91,100.67,40.37,ComponentRepair
MID11417,model4,14,0.0,54.0,54.0,0.0,0.0,24.55,error2,error2,0.0,54.0,0.0,0.0,45.0,Component2,Component2,71.33,37.8,43.5,51.0,14.0,Component4,Component2,229.23,639.11,160.29,63.32,118.71,219.47,64.27,22.73,170.59,445.65,100.73,40.37,NoIssue
MID11419,model1,14,75.0,29.14,0.0,54.0,0.0,28.5,error1,error4,75.0,0.0,67.5,0.0,47.5,Component1,Component3,50.12,18.5,44.6,59.33,15.31,Component1,Component3,237.63,641.97,168.48,65.27,116.7,255.56,63.9,22.35,170.95,447.69,101.32,40.23,ComponentRepair
MID11420,model1,13,63.73,58.9,37.84,58.38,0.0,27.07,error2,error4,0.0,0.0,105.0,0.0,60.0,Component3,Component3,50.29,63.67,35.2,35.78,12.88,Component4,Component3,225.52,623.87,151.28,64.34,115.55,159.74,65.51,22.22,170.68,446.57,101.18,40.31,ComponentRepair
MID11421,model4,14,55.94,105.79,56.03,0.0,0.0,35.26,error2,error2,0.0,52.5,0.0,0.0,40.0,Component1,Component2,56.38,60.2,43.6,53.71,16.53,Component3,Component3,231.91,621.21,161.99,64.31,107.65,238.46,66.21,23.36,170.72,446.5,100.71,40.25,ComponentRepair
MID11422,model3,13,0.0,15.0,15.0,0.0,0.0,34.21,error1,error2,0.0,15.0,0.0,0.0,15.0,Component2,Component2,39.2,72.67,30.14,47.43,17.5,Component4,Component1,229.75,623.54,153.86,61.96,112.36,228.5,61.42,21.85,170.5,446.4,100.64,40.4,ComponentReplacement
MID11423,model3,13,82.5,82.5,82.5,0.0,0.0,27.86,error1,error1,82.5,82.5,0.0,0.0,48.75,Component1,Component1,60.43,52.75,35.38,19.25,19.44,Component3,Component1,228.56,642.68,186.72,63.6,113.32,224.67,62.31,20.1,170.92,447.34,100.7,40.32,ComponentRepair
MID11424,model1,13,60.0,56.27,0.0,0.0,0.0,36.97,error4,error2,60.0,0.0,0.0,0.0,33.75,Component3,Component1,41.6,44.22,91.6,44.0,17.58,Component3,Component2,237.27,639.06,153.05,66.63,121.56,196.19,62.35,21.33,170.83,446.8,100.84,40.42,NoIssue
MID11425,model4,13,100.0,37.5,37.5,0.0,0.0,42.86,error1,error1,100.0,37.5,0.0,0.0,60.0,Component1,Component1,40.11,46.6,45.4,46.89,15.0,Component4,Component2,230.15,635.59,147.27,63.75,115.29,204.22,63.71,22.24,171.07,446.37,100.62,40.25,ComponentRepair
MID11426,model3,12,31.07,45.0,33.75,0.0,0.0,24.93,error1,error1,0.0,45.0,0.0,0.0,37.5,Component1,Component2,52.8,32.0,49.88,59.0,12.87,Component3,Component2,233.73,631.73,150.79,66.59,112.47,222.87,66.87,17.9,170.64,446.11,100.67,40.24,ComponentRepair
MID11428,model3,12,114.71,37.5,45.0,79.83,0.0,16.1,error4,error2,0.0,45.0,0.0,0.0,40.0,Component1,Component2,95.25,32.44,41.17,37.44,15.75,Component4,Component2,232.23,649.98,153.28,63.9,114.45,237.29,62.28,22.32,171.01,445.38,100.88,40.18,ComponentRepair
MID11429,model4,13,75.0,29.44,49.39,16.52,0.0,16.39,error1,error2,75.0,41.25,0.0,0.0,32.14,Component1,Component2,67.86,47.5,40.0,65.71,15.32,Component1,Component2,236.87,621.01,147.39,63.01,113.52,242.18,62.34,22.81,170.83,446.67,100.69,40.3,ComponentRepair
MID11430,model4,13,57.72,75.0,45.0,0.0,0.0,24.19,error2,error3,0.0,81.03,0.0,0.0,64.82,Component2,Component2,57.57,46.86,48.11,38.11,14.94,Component2,Component3,238.71,625.8,152.56,63.02,111.57,216.07,62.12,21.05,170.9,446.01,101.01,40.18,ComponentReplacement
MID11431,model3,13,52.5,0.0,0.0,0.0,0.0,47.68,error4,error1,70.0,0.0,0.0,0.0,70.0,Component1,Component1,47.22,49.38,71.57,117.75,18.89,Component1,Component1,241.21,672.32,150.93,63.78,102.27,263.52,62.92,23.51,171.22,448.32,100.78,40.28,NoIssue
MID11433,model3,13,0.0,65.0,65.0,0.0,0.0,38.7,error2,error2,0.0,65.0,0.0,0.0,65.0,Component2,Component2,109.0,49.67,48.0,51.0,15.96,Component2,Component2,232.61,633.06,156.58,63.67,111.87,159.33,65.62,21.68,170.39,445.32,100.6,40.26,NoIssue
MID11434,model1,12,30.68,0.0,17.69,56.25,0.0,22.5,error4,error4,22.5,0.0,56.25,0.0,32.14,Component3,Component3,29.4,46.5,65.57,46.29,15.3,Component3,Component1,234.19,642.41,187.52,65.58,118.05,198.66,64.06,21.98,170.91,447.28,101.19,40.34,ComponentRepair
MID11435,model3,13,50.0,95.0,142.5,0.0,0.0,35.62,error2,error1,75.0,142.5,0.0,0.0,71.25,Component2,Component1,38.55,67.14,76.67,65.83,17.93,Component2,Component1,231.36,621.26,152.31,63.95,115.33,239.69,59.56,22.98,171.01,446.28,100.44,40.27,NoIssue
MID11436,model3,13,84.42,30.0,30.0,0.0,0.0,45.0,error3,error1,0.0,102.04,0.0,0.0,76.53,Component2,Component2,44.17,55.0,52.78,57.14,16.38,Component3,Component3,237.89,631.74,151.36,62.89,103.56,235.62,56.9,20.11,170.73,446.52,100.84,40.38,ComponentRepair
MID11438,model3,12,45.0,157.5,157.5,0.0,0.0,35.0,error3,error1,76.37,157.5,0.0,0.0,63.82,Component2,Component1,42.25,49.22,42.57,40.27,13.06,Component3,Component4,230.71,650.4,165.07,60.96,112.95,233.6,64.85,20.72,171.03,445.77,100.89,40.17,ComponentRepair
MID11440,model4,12,0.0,50.0,50.0,0.0,0.0,24.38,error1,error2,0.0,50.0,0.0,0.0,48.75,Component1,Component2,86.0,44.29,84.17,36.36,17.93,Component1,Component4,258.61,656.57,148.6,62.51,109.48,208.52,60.07,19.33,170.52,445.39,100.61,40.33,ComponentRepair
MID11441,model4,12,45.0,97.5,52.47,0.0,0.0,22.5,error2,error1,90.0,97.5,0.0,0.0,56.25,Component2,Component1,38.33,26.54,67.5,67.5,12.5,Component1,Component2,229.04,637.29,150.64,67.72,111.15,193.21,61.29,21.01,170.58,446.35,100.83,40.37,NoIssue
MID11442,model3,13,0.0,54.0,67.5,0.0,0.0,27.0,error2,error2,0.0,67.5,0.0,0.0,54.0,Component2,Component2,74.6,66.14,66.14,31.86,18.92,Component1,Component2,233.71,622.04,158.85,64.39,110.62,228.09,64.51,20.46,170.96,444.89,100.71,40.24,ComponentRepair
MID11443,model2,13,8.86,66.44,10.0,80.0,0.0,21.82,error4,error2,0.0,15.0,80.0,0.0,40.0,Component3,Component3,71.6,65.38,40.73,34.67,17.43,Component2,Component3,235.08,645.64,148.37,62.9,118.82,203.0,66.47,21.9,170.57,447.68,100.99,40.37,ComponentRepair
